True Label,Predicted Label,Test Scores (r2 or accuracy)
100.0,39.568787,_
100.0,36.209435,_
100.0,38.209053,_
100.0,39.02496,_
100.0,39.171516,_
100.0,38.662636,_
100.0,37.827515,_
149.37515,40.149235,_
150.0,44.90602,_
150.0,39.1415,_
150.0,42.001606,_
150.0,38.514812,_
150.0,40.044888,_
150.0,37.570465,_
150.0,38.169724,_
150.0,36.50843,_
150.0,38.273808,_
51.24971,36.889957,_
50.0,31.78747,_
50.0,37.36469,_
50.0,40.17092,_
50.0,39.131912,_
50.0,37.750122,_
50.0,37.53376,_
50.0,37.602734,_
50.0,39.44393,_
50.0,38.7616,_
50.0,37.568974,_
50.0,38.375732,_
50.0,37.951668,_
50.0,38.902634,_
99.375145,39.28608,_
100.0,39.473423,_
100.0,45.064507,_
100.0,37.286625,_
100.0,39.79239,_
100.0,37.21654,_
100.0,37.918495,_
100.0,39.429173,_
100.0,38.181557,_
100.0,38.105072,_
100.0,38.33246,_
100.0,40.344276,_
98.757614,46.397587,_
0.0,38.81237,_
0.0,40.232662,_
49.375145,39.7595,_
50.0,36.757504,_
50.0,38.917706,_
50.0,38.609013,_
50.0,37.752666,_
50.0,35.55809,_
50.0,41.058464,_
50.0,40.615475,_
50.0,38.932327,_
50.0,36.98068,_
50.0,40.81985,_
50.0,38.575146,_
50.0,39.2783,_
50.0,37.920483,_
148.75029,36.555954,_
150.0,33.902843,_
150.0,39.66817,_
150.0,38.405792,_
150.0,37.815304,_
150.0,39.295094,_
150.0,39.01856,_
150.0,39.292854,_
150.0,40.2688,_
150.0,39.57291,_
100.624855,37.65511,_
100.0,36.710686,_
100.0,38.86461,_
100.0,40.3704,_
100.0,37.45983,_
100.0,39.188766,_
100.0,38.654163,_
100.0,36.764412,_
100.0,36.59321,_
100.0,36.404423,_
100.0,38.159374,_
100.0,37.142998,_
99.37881,45.44727,_
50.0,36.88738,_
50.0,38.141747,_
50.0,39.080093,_
50.0,37.92207,_
50.0,38.580956,_
50.0,38.210873,_
50.0,38.463863,_
50.0,39.784824,_
50.0,38.17352,_
50.0,39.324387,_
50.0,36.77992,_
50.0,38.806805,_
50.0,38.329506,_
50.0,38.057323,_
51.24239,30.49726,_
150.0,37.565205,_
150.0,35.91785,_
150.0,38.74336,_
150.0,39.921715,_
150.0,36.475426,_
150.0,40.493435,_
150.0,38.390118,_
150.0,39.69405,_
150.0,39.40866,_
149.37881,45.42481,_
100.0,40.040405,_
100.0,37.664795,_
100.0,40.89242,_
100.0,38.920002,_
100.0,36.63996,_
100.0,37.4011,_
100.0,39.81862,_
100.0,39.206257,_
100.0,38.263733,_
100.0,37.013058,_
100.0,37.545425,_
100.0,39.19396,_
149.37515,40.962616,_
150.0,38.74941,_
150.0,39.03466,_
150.0,38.93831,_
150.0,37.45919,_
150.0,38.966972,_
150.0,41.82918,_
150.0,39.698624,_
150.0,37.196476,_
150.0,40.282703,_
51.24971,38.237198,_
50.0,36.33765,_
50.0,38.88461,_
50.0,40.8805,_
50.0,38.38085,_
50.0,37.47474,_
50.0,39.788307,_
50.0,38.71001,_
50.0,39.833652,_
50.0,37.952484,_
50.0,37.739357,_
50.0,39.268032,_
50.0,38.592693,_
50.0,40.171795,_
50.0,38.48662,_
99.375145,39.55442,_
100.0,41.17386,_
100.0,38.28631,_
100.0,37.898758,_
100.0,40.591442,_
100.0,37.52897,_
100.0,38.06995,_
100.0,39.832146,_
100.0,37.794945,_
100.0,37.612907,_
100.0,39.445427,_
100.0,39.741035,_
98.757614,45.459827,_
0.0,37.931313,_
0.0,38.6965,_
49.375145,40.810444,_
50.0,44.079853,_
50.0,34.528786,_
50.0,34.67369,_
50.0,33.06287,_
50.0,35.90205,_
50.0,33.906487,_
50.0,38.333294,_
50.0,35.99895,_
50.0,34.10783,_
50.0,40.134594,_
50.0,37.174713,_
50.0,42.167835,_
50.0,35.3484,_
50.0,37.451202,_
148.75029,45.429077,_
150.0,39.127823,_
150.0,32.583797,_
150.0,39.06066,_
150.0,41.913193,_
150.0,42.262608,_
150.0,31.023558,_
150.0,34.30175,_
150.0,39.009003,_
150.0,34.155746,_
100.624855,31.805449,_
100.0,32.312126,_
100.0,36.934338,_
100.0,37.476,_
100.0,40.844208,_
100.0,40.090378,_
100.0,40.547913,_
100.0,38.811966,_
100.0,41.941414,_
100.0,44.40334,_
100.0,45.472977,_
99.37881,47.94979,_
50.0,34.699165,_
50.0,41.416084,_
50.0,39.95947,_
50.0,37.243263,_
50.0,35.804943,_
50.0,38.14992,_
50.0,35.984833,_
50.0,40.635098,_
50.0,39.615833,_
50.0,39.219044,_
50.0,37.196423,_
50.0,38.528652,_
50.0,39.3845,_
150.0,35.79497,_
150.0,41.043797,_
150.0,40.81349,_
150.0,43.469746,_
150.0,37.721783,_
150.0,38.237633,_
150.0,40.884594,_
150.0,37.73954,_
150.0,36.787407,_
149.37881,44.249847,_
100.0,36.56929,_
100.0,37.000027,_
100.0,38.670338,_
100.0,36.946964,_
100.0,38.806347,_
100.0,41.988354,_
100.0,37.36973,_
100.0,38.21693,_
100.0,40.268364,_
100.0,39.244175,_
100.0,43.74861,_
100.0,37.453968,_
149.37515,37.07681,_
150.0,36.964462,_
150.0,41.749825,_
150.0,41.029675,_
150.0,40.138805,_
150.0,40.289864,_
150.0,36.266567,_
150.0,39.260464,_
150.0,33.21207,_
150.0,40.421177,_
51.24971,37.40751,_
50.0,30.784601,_
50.0,36.740242,_
50.0,39.45184,_
50.0,36.619534,_
50.0,37.59114,_
50.0,37.975414,_
50.0,41.298023,_
50.0,38.029457,_
50.0,41.740417,_
99.375145,40.362576,_
100.0,36.320152,_
100.0,44.6808,_
100.0,32.56798,_
100.0,37.657436,_
100.0,38.94357,_
100.0,37.645733,_
100.0,44.889275,_
100.0,41.619534,_
98.757614,44.14318,_
0.0,35.827156,_
49.375145,41.834797,_
50.0,38.620625,_
50.0,35.235657,_
50.0,38.320934,_
50.0,37.444317,_
50.0,38.189384,_
50.0,36.814857,_
50.0,38.082428,_
50.0,37.350117,_
50.0,42.931126,_
50.0,38.704937,_
50.0,39.328243,_
50.0,37.506027,_
50.0,37.369892,_
50.0,39.055584,_
148.75029,39.370605,_
150.0,35.513016,_
150.0,36.446533,_
150.0,40.40533,_
150.0,39.71388,_
150.0,36.89568,_
150.0,39.444527,_
150.0,36.769836,_
150.0,41.10986,_
150.0,36.06878,_
100.624855,37.073933,_
100.0,39.035374,_
100.0,37.062515,_
100.0,36.00858,_
100.0,37.585003,_
100.0,41.556507,_
100.0,37.195114,_
100.0,37.321,_
100.0,38.789303,_
100.0,41.284576,_
100.0,39.271633,_
100.0,39.60756,_
99.37881,44.402542,_
50.0,37.44172,_
50.0,38.86506,_
50.0,39.354347,_
50.0,37.522953,_
50.0,39.60263,_
50.0,39.913807,_
50.0,39.00211,_
50.0,37.55934,_
50.0,38.171722,_
50.0,36.4936,_
50.0,38.819675,_
50.0,39.687046,_
50.0,39.057976,_
50.0,38.19537,_
51.24239,31.55443,_
150.0,38.312214,_
150.0,37.42775,_
150.0,40.913567,_
150.0,40.29196,_
150.0,42.73094,_
150.0,38.70634,_
150.0,40.89967,_
150.0,36.45894,_
150.0,39.093597,_
149.37881,46.677475,_
100.0,37.904114,_
100.0,38.953693,_
100.0,37.440685,_
100.0,38.81527,_
100.0,41.63457,_
100.0,39.893005,_
100.0,36.59612,_
100.0,39.068424,_
100.0,38.599453,_
100.0,37.954124,_
100.0,39.554886,_
100.0,35.828796,_
149.37515,43.763866,_
150.0,39.973637,_
150.0,38.3731,_
150.0,39.848724,_
150.0,38.103798,_
150.0,39.102814,_
150.0,39.566402,_
150.0,39.259827,_
150.0,39.8671,_
51.24971,36.129242,_
50.0,40.782883,_
50.0,39.248356,_
50.0,37.62398,_
50.0,37.314804,_
50.0,37.073982,_
50.0,38.477047,_
50.0,38.043037,_
50.0,35.253872,_
50.0,38.088192,_
50.0,35.672237,_
50.0,36.064903,_
50.0,37.172348,_
50.0,38.584072,_
99.375145,38.724304,_
100.0,39.512447,_
100.0,40.469578,_
100.0,40.349186,_
100.0,39.451115,_
100.0,39.36557,_
100.0,37.710194,_
100.0,39.258797,_
100.0,36.96563,_
100.0,40.66627,_
100.0,37.613155,_
98.757614,44.68228,_
0.0,38.308865,_
0.0,37.817196,_
50.0,34.82397,_
50.0,36.68079,_
50.0,34.469547,_
50.0,38.20024,_
50.0,34.174095,_
50.0,37.13558,_
50.0,37.25685,_
50.0,38.273937,_
50.0,36.61003,_
50.0,36.643116,_
50.0,38.509727,_
50.0,37.9161,_
50.0,36.561802,_
148.75029,43.545376,_
150.0,41.003643,_
150.0,40.256817,_
150.0,38.08056,_
150.0,38.812836,_
150.0,36.169353,_
150.0,37.26467,_
150.0,38.89604,_
150.0,37.26073,_
150.0,40.818104,_
100.624855,32.009686,_
100.0,37.85998,_
100.0,36.940216,_
100.0,37.979633,_
100.0,30.305998,_
100.0,37.14386,_
100.0,36.464687,_
100.0,38.18795,_
100.0,37.006332,_
100.0,35.75784,_
100.0,38.923138,_
100.0,36.832886,_
99.37881,46.745716,_
50.0,42.130253,_
50.0,36.11113,_
50.0,37.345547,_
50.0,39.054966,_
50.0,28.447598,_
50.0,33.753963,_
50.0,36.69396,_
50.0,37.558067,_
50.0,36.87497,_
50.0,36.557903,_
50.0,33.1369,_
50.0,37.735256,_
50.0,33.75266,_
50.0,38.46367,_
51.24239,27.29041,_
150.0,39.119476,_
150.0,41.120705,_
150.0,40.145317,_
150.0,39.980263,_
150.0,38.519577,_
150.0,39.25213,_
150.0,31.282253,_
150.0,32.439575,_
150.0,39.777805,_
149.37881,46.196873,_
100.0,36.026527,_
100.0,36.23792,_
100.0,38.203735,_
100.0,36.527843,_
100.0,37.110687,_
100.0,38.773163,_
100.0,35.685345,_
100.0,37.200943,_
100.0,37.717808,_
100.0,36.33504,_
100.0,37.38687,_
100.0,38.906326,_
149.37515,41.20572,_
150.0,39.02849,_
150.0,39.784824,_
150.0,43.73659,_
150.0,37.856976,_
150.0,38.33588,_
150.0,38.250996,_
150.0,37.60661,_
150.0,39.777214,_
150.0,38.036446,_
51.24971,33.4252,_
50.0,39.158726,_
50.0,36.21795,_
50.0,32.87897,_
50.0,36.052948,_
50.0,39.77312,_
50.0,37.559284,_
50.0,34.341934,_
50.0,36.687756,_
50.0,37.05423,_
50.0,34.112747,_
50.0,40.97437,_
50.0,35.44244,_
50.0,36.58566,_
50.0,37.05177,_
99.375145,41.141426,_
100.0,37.598946,_
100.0,39.107494,_
100.0,36.832947,_
100.0,46.24919,_
100.0,35.809467,_
100.0,36.36456,_
100.0,38.96612,_
100.0,38.11205,_
100.0,36.52566,_
100.0,39.20177,_
100.0,37.25894,_
98.757614,44.96681,_
0.0,36.506214,_
0.0,38.27457,_
50.0,37.388237,_
50.0,37.600216,_
50.0,36.4167,_
50.0,37.57188,_
50.0,37.95609,_
50.0,36.119526,_
50.0,36.660175,_
50.0,38.200653,_
50.0,37.167023,_
50.0,37.72062,_
50.0,35.65728,_
50.0,36.90806,_
50.0,38.69919,_
50.0,37.79693,_
148.75029,39.016506,_
150.0,36.35272,_
150.0,37.77961,_
150.0,37.494423,_
150.0,37.069847,_
150.0,39.289658,_
150.0,37.737175,_
150.0,35.62478,_
150.0,36.185143,_
150.0,38.536972,_
100.624855,36.505993,_
100.0,39.18089,_
100.0,38.155315,_
100.0,40.164154,_
100.0,37.829338,_
100.0,35.84131,_
100.0,36.178844,_
100.0,35.193672,_
100.0,37.916317,_
100.0,39.12639,_
100.0,37.659153,_
100.0,36.6086,_
99.37881,46.82501,_
50.0,38.07053,_
50.0,37.681206,_
50.0,37.642143,_
50.0,39.338085,_
50.0,35.03742,_
50.0,36.099277,_
50.0,36.887756,_
50.0,38.31631,_
50.0,40.298306,_
50.0,37.85074,_
50.0,35.0715,_
50.0,35.474804,_
50.0,36.531986,_
50.0,37.66112,_
51.24239,29.806183,_
150.0,40.15129,_
150.0,36.28543,_
150.0,39.51685,_
150.0,36.116016,_
150.0,37.21933,_
150.0,36.179913,_
150.0,39.463333,_
150.0,35.580807,_
150.0,38.13161,_
149.37881,46.486385,_
100.0,38.417755,_
100.0,36.194298,_
100.0,39.358036,_
100.0,37.30697,_
100.0,39.592648,_
100.0,37.436,_
100.0,37.48432,_
100.0,35.957386,_
100.0,38.95517,_
100.0,36.660664,_
100.0,38.983902,_
100.0,36.777786,_
149.37515,40.27292,_
150.0,38.468544,_
150.0,39.33606,_
150.0,39.31787,_
150.0,39.760338,_
150.0,38.82501,_
150.0,38.098835,_
150.0,38.872826,_
150.0,37.170048,_
150.0,39.145912,_
51.24971,35.105137,_
50.0,38.400246,_
50.0,40.139244,_
50.0,38.202774,_
50.0,38.06226,_
50.0,37.33453,_
50.0,35.950073,_
50.0,37.800705,_
50.0,39.6519,_
50.0,40.126797,_
50.0,33.75136,_
50.0,39.44123,_
50.0,36.77714,_
50.0,38.941437,_
50.0,39.359875,_
99.375145,40.723213,_
100.0,38.506134,_
100.0,38.48025,_
100.0,34.552162,_
100.0,36.85364,_
100.0,36.95514,_
100.0,36.606472,_
100.0,35.14706,_
100.0,34.304867,_
100.0,39.4187,_
100.0,35.987835,_
100.0,38.0077,_
98.757614,42.317154,_
0.0,39.359592,_
0.0,36.914085,_
49.375145,39.4828,_
50.0,35.986664,_
50.0,34.6355,_
50.0,35.90241,_
50.0,35.636227,_
50.0,35.549328,_
50.0,37.755383,_
50.0,34.42401,_
50.0,36.98082,_
50.0,36.035248,_
50.0,36.760403,_
50.0,37.731388,_
50.0,35.880497,_
148.75029,37.794384,_
150.0,37.802246,_
150.0,32.49514,_
150.0,33.91275,_
150.0,36.334103,_
150.0,33.25061,_
150.0,35.553833,_
150.0,39.893017,_
100.624855,34.67334,_
100.0,33.469536,_
100.0,40.424866,_
100.0,39.74038,_
100.0,38.272343,_
100.0,40.25412,_
100.0,40.419853,_
100.0,36.474674,_
100.0,39.922268,_
100.0,37.51337,_
100.0,40.51117,_
100.0,38.375748,_
99.37881,44.6295,_
50.0,34.302036,_
50.0,35.90681,_
50.0,34.615562,_
50.0,36.75176,_
50.0,36.729115,_
50.0,34.65564,_
50.0,36.78915,_
50.0,36.201687,_
50.0,37.821407,_
50.0,36.20453,_
50.0,36.273693,_
50.0,37.36453,_
50.0,34.54771,_
50.0,38.004047,_
51.24239,30.36689,_
150.0,41.664177,_
150.0,33.476334,_
150.0,37.834385,_
150.0,35.247543,_
150.0,35.04858,_
150.0,34.108707,_
150.0,34.772972,_
150.0,36.373608,_
150.0,37.076614,_
149.37881,43.558907,_
100.0,36.710217,_
100.0,33.413784,_
100.0,36.898983,_
100.0,37.707355,_
100.0,39.75918,_
100.0,35.8374,_
100.0,36.94493,_
100.0,36.68368,_
100.0,38.510433,_
100.0,37.87792,_
100.0,39.34855,_
100.0,38.669178,_
149.37515,41.727512,_
150.0,41.10076,_
150.0,40.206467,_
150.0,37.180267,_
150.0,37.271954,_
150.0,37.064213,_
150.0,34.014767,_
150.0,38.54804,_
150.0,37.36506,_
51.24971,35.74382,_
50.0,35.650112,_
50.0,35.462578,_
50.0,36.448765,_
50.0,36.068474,_
50.0,36.326366,_
50.0,36.658047,_
50.0,34.58708,_
50.0,37.550285,_
50.0,35.97487,_
50.0,37.104626,_
50.0,39.934395,_
50.0,38.511894,_
50.0,36.359135,_
99.375145,39.68535,_
100.0,46.033245,_
100.0,42.420403,_
100.0,37.825157,_
100.0,38.592842,_
100.0,36.5514,_
100.0,37.244884,_
100.0,35.0544,_
100.0,35.48306,_
100.0,36.595936,_
100.0,35.996075,_
100.0,35.98972,_
98.757614,44.172287,_
0.0,36.385166,_
0.0,40.813015,_
49.375145,35.25204,_
50.0,35.432495,_
50.0,36.74704,_
50.0,37.28145,_
50.0,35.87183,_
50.0,34.431126,_
50.0,36.37405,_
50.0,37.23868,_
50.0,35.11362,_
50.0,35.595173,_
50.0,35.395878,_
50.0,34.6682,_
50.0,36.18348,_
50.0,39.646496,_
50.0,38.672493,_
150.0,35.34608,_
150.0,36.947,_
150.0,37.067284,_
150.0,37.850708,_
150.0,38.15081,_
150.0,35.924946,_
100.0,38.838806,_
100.0,35.18737,_
